1	10	43.0000
1	20	45.0000
1	30	43.0000
1	40	43.5000
1	50	43.0000
1	60	43.0000
1	70	43.0000
1	80	43.5000
1	90	43.0000
1	100	43.0000
2	10	43.5000
2	20	42.5000
2	30	42.5000
2	40	42.5000
2	50	43.0000
2	60	44.0000
2	70	42.5000
2	80	42.5000
2	90	42.5000
2	100	42.5000
3	10	43.5000
3	20	43.5000
3	30	43.0000
3	40	42.0000
3	50	43.0000
3	60	42.5000
3	70	42.5000
3	80	43.0000
3	90	43.0000
3	100	41.0000
4	10	30.0000
4	20	30.0000
4	30	30.0000
4	40	30.0000
4	50	30.0000
4	60	30.0000
4	70	30.0000
4	80	30.0000
4	90	30.0000
4	100	30.0000
5	10	29.0000
5	20	29.0000
5	30	29.0000
5	40	29.0000
5	50	29.0000
5	60	27.5000
5	70	27.5000
5	80	27.5000
5	90	27.5000
5	100	27.5000
