1	10	44.5000
1	20	44.5000
1	30	44.5000
1	40	44.5000
1	50	44.5000
1	60	44.5000
1	70	45.0000
1	80	45.0000
1	90	45.0000
1	100	46.5000
2	10	44.0000
2	20	44.0000
2	30	44.0000
2	40	44.0000
2	50	44.0000
2	60	44.0000
2	70	44.0000
2	80	44.0000
2	90	44.0000
2	100	44.0000
3	10	41.5000
3	20	41.5000
3	30	41.5000
3	40	41.5000
3	50	41.5000
3	60	42.0000
3	70	42.5000
3	80	42.5000
3	90	42.5000
3	100	42.5000
4	10	29.5000
4	20	30.5000
4	30	30.5000
4	40	30.5000
4	50	29.5000
4	60	30.0000
4	70	30.0000
4	80	30.0000
4	90	31.0000
4	100	31.0000
5	10	27.5000
5	20	28.0000
5	30	28.0000
5	40	28.0000
5	50	28.0000
5	60	28.0000
5	70	28.5000
5	80	27.5000
5	90	28.0000
5	100	28.0000
